year,Value,Units,variable_code
2014, grants and subsidies", Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial performance, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial position, Cleaning and Other Chemical Manufacturing",Dollars (millions)
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Dollars
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Dollars
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,Financial ratios, Cleaning and Other Chemical Manufacturing",Percentage
2014,"3,Dollars (millions),H01
2014,394,Dollars (millions),H02
2014,"3,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,48,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,47,Dollars (millions),H09
2014,17,Dollars (millions),H10
2014,108,Dollars (millions),H11
2014,721,Dollars (millions),H12
2014,2,Dollars (millions),H13
2014,217,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,38,Dollars (millions),H20
2014,516,Dollars (millions),H21
2014,532,Dollars (millions),H22
2014,349,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,801,Dollars (millions),H26
2014,133,Dollars (millions),H27
2014,21,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,288,Dollars (millions),H33
2014,"297,Dollars,H34
2014,"27,Dollars,H35
2014,94,Percentage,H36
2014,60,Percentage,H37
2014,45,Percentage,H38
2014,24,Percentage,H39
2014,11,Percentage,H40
2014,44,Percentage,H41
2014,"3,Dollars (millions),H01
2014,394,Dollars (millions),H02
2014,"3,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,48,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,47,Dollars (millions),H09
2014,17,Dollars (millions),H10
2014,108,Dollars (millions),H11
2014,721,Dollars (millions),H12
2014,2,Dollars (millions),H13
2014,217,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,38,Dollars (millions),H20
2014,516,Dollars (millions),H21
2014,532,Dollars (millions),H22
2014,349,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,801,Dollars (millions),H26
2014,133,Dollars (millions),H27
2014,21,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,288,Dollars (millions),H33
2014,"297,Dollars,H34
2014,"27,Dollars,H35
2014,94,Percentage,H36
2014,60,Percentage,H37
2014,45,Percentage,H38
2014,24,Percentage,H39
2014,11,Percentage,H40
2014,44,Percentage,H41
2014,"3,Dollars (millions),H01
2014,C,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"2,Dollars (millions),H08
2014,36,Dollars (millions),H09
2014,17,Dollars (millions),H10
2014,127,Dollars (millions),H11
2014,519,Dollars (millions),H12
2014,3,Dollars (millions),H13
2014,295,Dollars (millions),H17
2014,"1,Dollars (millions),H18
2014,41,Dollars (millions),H20
2014,278,Dollars (millions),H21
2014,287,Dollars (millions),H22
2014,329,Dollars (millions),H23
2014,"2,Dollars (millions),H24
2014,969,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,149,Dollars (millions),H27
2014,55,Dollars (millions),H28
2014,706,Dollars (millions),H29
2014,"2,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,840,Dollars (millions),H32
2014,490,Dollars (millions),H33
2014,"331,Dollars,H34
2014,"35,Dollars,H35
2014,115,Percentage,H36
2014,81,Percentage,H37
2014,C,Percentage,H38
2014,23,Percentage,H39
2014,12,Percentage,H40
2014,52,Percentage,H41
2014,"3,Dollars (millions),H01
2014,C,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"2,Dollars (millions),H08
2014,36,Dollars (millions),H09
2014,17,Dollars (millions),H10
2014,127,Dollars (millions),H11
2014,519,Dollars (millions),H12
2014,3,Dollars (millions),H13
2014,295,Dollars (millions),H17
2014,"1,Dollars (millions),H18
2014,41,Dollars (millions),H20
2014,278,Dollars (millions),H21
2014,287,Dollars (millions),H22
2014,329,Dollars (millions),H23
2014,"2,Dollars (millions),H24
2014,969,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,149,Dollars (millions),H27
2014,55,Dollars (millions),H28
2014,706,Dollars (millions),H29
2014,"2,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,840,Dollars (millions),H32
2014,490,Dollars (millions),H33
2014,"331,Dollars,H34
2014,"35,Dollars,H35
2014,115,Percentage,H36
2014,81,Percentage,H37
2014,C,Percentage,H38
2014,23,Percentage,H39
2014,12,Percentage,H40
2014,52,Percentage,H41
2014,"3,Dollars (millions),H01
2014,70,Dollars (millions),H02
2014,"3,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,C,Dollars (millions),H09
2014,4,Dollars (millions),H10
2014,108,Dollars (millions),H11
2014,493,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,62,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,C,Dollars (millions),H20
2014,452,Dollars (millions),H21
2014,439,Dollars (millions),H22
2014,230,Dollars (millions),H23
2014,"2,Dollars (millions),H24
2014,C,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,117,Dollars (millions),H27
2014,5,Dollars (millions),H28
2014,C,Dollars (millions),H29
2014,"2,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,602,Dollars (millions),H33
2014,"769,Dollars,H34
2014,"48,Dollars,H35
2014,C,Percentage,H36
2014,C,Percentage,H37
2014,12,Percentage,H38
2014,19,Percentage,H39
2014,8,Percentage,H40
2014,41,Percentage,H41
2014,"3,Dollars (millions),H01
2014,70,Dollars (millions),H02
2014,"3,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,C,Dollars (millions),H09
2014,4,Dollars (millions),H10
2014,108,Dollars (millions),H11
2014,493,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,62,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,C,Dollars (millions),H20
2014,452,Dollars (millions),H21
2014,439,Dollars (millions),H22
2014,230,Dollars (millions),H23
2014,"2,Dollars (millions),H24
2014,C,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,117,Dollars (millions),H27
2014,5,Dollars (millions),H28
2014,C,Dollars (millions),H29
2014,"2,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,602,Dollars (millions),H33
2014,"769,Dollars,H34
2014,"48,Dollars,H35
2014,C,Percentage,H36
2014,C,Percentage,H37
2014,12,Percentage,H38
2014,19,Percentage,H39
2014,8,Percentage,H40
2014,41,Percentage,H41
2014,"5,Dollars (millions),H01
2014,336,Dollars (millions),H02
2014,"4,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,18,Dollars (millions),H07
2014,"4,Dollars (millions),H08
2014,56,Dollars (millions),H09
2014,15,Dollars (millions),H10
2014,100,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,1,Dollars (millions),H13
2014,239,Dollars (millions),H17
2014,"3,Dollars (millions),H18
2014,30,Dollars (millions),H20
2014,504,Dollars (millions),H21
2014,571,Dollars (millions),H22
2014,460,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,828,Dollars (millions),H26
2014,179,Dollars (millions),H27
2014,61,Dollars (millions),H28
2014,803,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,659,Dollars (millions),H33
2014,"240,Dollars,H34
2014,"21,Dollars,H35
2014,147,Percentage,H36
2014,103,Percentage,H37
2014,29,Percentage,H38
2014,29,Percentage,H39
2014,13,Percentage,H40
2014,45,Percentage,H41
2014,"5,Dollars (millions),H01
2014,336,Dollars (millions),H02
2014,"4,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,18,Dollars (millions),H07
2014,"4,Dollars (millions),H08
2014,56,Dollars (millions),H09
2014,15,Dollars (millions),H10
2014,100,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,1,Dollars (millions),H13
2014,239,Dollars (millions),H17
2014,"3,Dollars (millions),H18
2014,30,Dollars (millions),H20
2014,504,Dollars (millions),H21
2014,571,Dollars (millions),H22
2014,460,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,828,Dollars (millions),H26
2014,179,Dollars (millions),H27
2014,61,Dollars (millions),H28
2014,803,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,659,Dollars (millions),H33
2014,"240,Dollars,H34
2014,"21,Dollars,H35
2014,147,Percentage,H36
2014,103,Percentage,H37
2014,29,Percentage,H38
2014,29,Percentage,H39
2014,13,Percentage,H40
2014,45,Percentage,H41
2014,"2,Dollars (millions),H01
2014,36,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,7,Dollars (millions),H07
2014,"2,Dollars (millions),H08
2014,12,Dollars (millions),H09
2014,4,Dollars (millions),H10
2014,53,Dollars (millions),H11
2014,727,Dollars (millions),H12
2014,C,Dollars (millions),H13
2014,38,Dollars (millions),H17
2014,"1,Dollars (millions),H18
2014,14,Dollars (millions),H20
2014,355,Dollars (millions),H21
2014,387,Dollars (millions),H22
2014,138,Dollars (millions),H23
2014,"1,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,521,Dollars (millions),H26
2014,72,Dollars (millions),H27
2014,19,Dollars (millions),H28
2014,172,Dollars (millions),H29
2014,"1,Dollars (millions),H30
2014,782,Dollars (millions),H31
2014,766,Dollars (millions),H32
2014,251,Dollars (millions),H33
2014,"235,Dollars,H34
2014,"13,Dollars,H35
2014,144,Percentage,H36
2014,94,Percentage,H37
2014,-6,Percentage,H38
2014,18,Percentage,H39
2014,8,Percentage,H40
2014,43,Percentage,H41
2014,"2,Dollars (millions),H01
2014,36,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,7,Dollars (millions),H07
2014,"2,Dollars (millions),H08
2014,12,Dollars (millions),H09
2014,4,Dollars (millions),H10
2014,53,Dollars (millions),H11
2014,727,Dollars (millions),H12
2014,C,Dollars (millions),H13
2014,38,Dollars (millions),H17
2014,"1,Dollars (millions),H18
2014,14,Dollars (millions),H20
2014,355,Dollars (millions),H21
2014,387,Dollars (millions),H22
2014,138,Dollars (millions),H23
2014,"1,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,521,Dollars (millions),H26
2014,72,Dollars (millions),H27
2014,19,Dollars (millions),H28
2014,172,Dollars (millions),H29
2014,"1,Dollars (millions),H30
2014,782,Dollars (millions),H31
2014,766,Dollars (millions),H32
2014,251,Dollars (millions),H33
2014,"235,Dollars,H34
2014,"13,Dollars,H35
2014,144,Percentage,H36
2014,94,Percentage,H37
2014,-6,Percentage,H38
2014,18,Percentage,H39
2014,8,Percentage,H40
2014,43,Percentage,H41
2014,"7,Dollars (millions),H01
2014,779,Dollars (millions),H02
2014,"6,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,106,Dollars (millions),H07
2014,"6,Dollars (millions),H08
2014,100,Dollars (millions),H09
2014,20,Dollars (millions),H10
2014,168,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,10,Dollars (millions),H13
2014,449,Dollars (millions),H17
2014,"4,Dollars (millions),H18
2014,201,Dollars (millions),H20
2014,890,Dollars (millions),H21
2014,846,Dollars (millions),H22
2014,303,Dollars (millions),H23
2014,"5,Dollars (millions),H24
2014,"3,Dollars (millions),H25
2014,865,Dollars (millions),H26
2014,212,Dollars (millions),H27
2014,69,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"5,Dollars (millions),H30
2014,"2,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,"1,Dollars (millions),H33
2014,"263,Dollars,H34
2014,"11,Dollars,H35
2014,136,Percentage,H36
2014,100,Percentage,H37
2014,42,Percentage,H38
2014,14,Percentage,H39
2014,5,Percentage,H40
2014,37,Percentage,H41
2014,"3,Dollars (millions),H01
2014,362,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,92,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,66,Dollars (millions),H09
2014,9,Dollars (millions),H10
2014,97,Dollars (millions),H11
2014,726,Dollars (millions),H12
2014,10,Dollars (millions),H13
2014,157,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,176,Dollars (millions),H20
2014,448,Dollars (millions),H21
2014,432,Dollars (millions),H22
2014,-7,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,331,Dollars (millions),H26
2014,81,Dollars (millions),H27
2014,20,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,861,Dollars (millions),H33
2014,"294,Dollars,H34
2014,-600,Dollars,H35
2014,117,Percentage,H36
2014,87,Percentage,H37
2014,56,Percentage,H38
2014,-1,Percentage,H39
2014,0,Percentage,H40
2014,32,Percentage,H41
2014,"3,Dollars (millions),H01
2014,417,Dollars (millions),H02
2014,"3,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,14,Dollars (millions),H07
2014,"3,Dollars (millions),H08
2014,34,Dollars (millions),H09
2014,10,Dollars (millions),H10
2014,71,Dollars (millions),H11
2014,915,Dollars (millions),H12
2014,1,Dollars (millions),H13
2014,291,Dollars (millions),H17
2014,"1,Dollars (millions),H18
2014,26,Dollars (millions),H20
2014,442,Dollars (millions),H21
2014,414,Dollars (millions),H22
2014,310,Dollars (millions),H23
2014,"2,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,534,Dollars (millions),H26
2014,131,Dollars (millions),H27
2014,49,Dollars (millions),H28
2014,397,Dollars (millions),H29
2014,"2,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,923,Dollars (millions),H32
2014,452,Dollars (millions),H33
2014,"240,Dollars,H34
2014,"20,Dollars,H35
2014,166,Percentage,H36
2014,121,Percentage,H37
2014,30,Percentage,H38
2014,29,Percentage,H39
2014,13,Percentage,H40
2014,44,Percentage,H41
2014,"1,Dollars (millions),H01
2014,147,Dollars (millions),H02
2014,"1,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"1,Dollars (millions),H08
2014,22,Dollars (millions),H09
2014,7,Dollars (millions),H10
2014,31,Dollars (millions),H11
2014,396,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,102,Dollars (millions),H17
2014,961,Dollars (millions),H18
2014,16,Dollars (millions),H20
2014,189,Dollars (millions),H21
2014,198,Dollars (millions),H22
2014,123,Dollars (millions),H23
2014,938,Dollars (millions),H24
2014,578,Dollars (millions),H25
2014,227,Dollars (millions),H26
2014,58,Dollars (millions),H27
2014,28,Dollars (millions),H28
2014,133,Dollars (millions),H29
2014,938,Dollars (millions),H30
2014,280,Dollars (millions),H31
2014,388,Dollars (millions),H32
2014,270,Dollars (millions),H33
2014,"207,Dollars,H34
2014,"15,Dollars,H35
2014,149,Percentage,H36
2014,98,Percentage,H37
2014,31,Percentage,H38
2014,44,Percentage,H39
2014,13,Percentage,H40
2014,30,Percentage,H41
2014,"1,Dollars (millions),H01
2014,84,Dollars (millions),H02
2014,"1,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,3,Dollars (millions),H07
2014,"1,Dollars (millions),H08
2014,15,Dollars (millions),H09
2014,5,Dollars (millions),H10
2014,21,Dollars (millions),H11
2014,268,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,62,Dollars (millions),H17
2014,645,Dollars (millions),H18
2014,14,Dollars (millions),H20
2014,93,Dollars (millions),H21
2014,99,Dollars (millions),H22
2014,79,Dollars (millions),H23
2014,588,Dollars (millions),H24
2014,350,Dollars (millions),H25
2014,149,Dollars (millions),H26
2014,37,Dollars (millions),H27
2014,21,Dollars (millions),H28
2014,89,Dollars (millions),H29
2014,588,Dollars (millions),H30
2014,149,Dollars (millions),H31
2014,243,Dollars (millions),H32
2014,196,Dollars (millions),H33
2014,"207,Dollars,H34
2014,"14,Dollars,H35
2014,144,Percentage,H36
2014,104,Percentage,H37
2014,26,Percentage,H38
2014,53,Percentage,H39
2014,13,Percentage,H40
2014,25,Percentage,H41
2014,545,Dollars (millions),H01
2014,64,Dollars (millions),H02
2014,478,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,504,Dollars (millions),H08
2014,7,Dollars (millions),H09
2014,2,Dollars (millions),H10
2014,10,Dollars (millions),H11
2014,127,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,40,Dollars (millions),H17
2014,316,Dollars (millions),H18
2014,2,Dollars (millions),H20
2014,96,Dollars (millions),H21
2014,99,Dollars (millions),H22
2014,44,Dollars (millions),H23
2014,350,Dollars (millions),H24
2014,228,Dollars (millions),H25
2014,78,Dollars (millions),H26
2014,21,Dollars (millions),H27
2014,7,Dollars (millions),H28
2014,44,Dollars (millions),H29
2014,350,Dollars (millions),H30
2014,131,Dollars (millions),H31
2014,145,Dollars (millions),H32
2014,74,Dollars (millions),H33
2014,"207,Dollars,H34
2014,"16,Dollars,H35
2014,157,Percentage,H36
2014,89,Percentage,H37
2014,37,Percentage,H38
2014,34,Percentage,H39
2014,13,Percentage,H40
2014,37,Percentage,H41
2014,Total income, Gas, Water and Waste Services"
2014,Sales of goods and services, Gas, Water and Waste Services"
2014,"Interest, Gas, Water and Waste Services"
2014,"Government funding, Gas, Water and Waste Services"
2014,Non-operating income, Gas, Water and Waste Services"
2014,Total expenditure, Gas, Water and Waste Services"
2014,Interest and donations, Gas, Water and Waste Services"
2014,Indirect taxes, Gas, Water and Waste Services"
2014,Depreciation, Gas, Water and Waste Services"
2014,Salaries and wages paid, Gas, Water and Waste Services"
2014,Redundancy and severance, Gas, Water and Waste Services"
2014,Purchases and other operating expenses, Gas, Water and Waste Services"
2014,Non-operating expenses, Gas, Water and Waste Services"
2014,Opening stocks, Gas, Water and Waste Services"
2014,Closing stocks, Gas, Water and Waste Services"
2014,Surplus before income tax, Gas, Water and Waste Services"
2014,Total assets, Gas, Water and Waste Services"
2014,Current assets, Gas, Water and Waste Services"
2014,Fixed tangible assets, Gas, Water and Waste Services"
2014,Additions to fixed assets, Gas, Water and Waste Services"
2014,Disposals of fixed assets, Gas, Water and Waste Services"
2014,Other assets, Gas, Water and Waste Services"
2014,Total equity and liabilities, Gas, Water and Waste Services"
2014,Shareholders funds or owners equity, Gas, Water and Waste Services"
2014,Current liabilities, Gas, Water and Waste Services"
2014,Other liabilities, Gas, Water and Waste Services"
2014,Total income per employee count, Gas, Water and Waste Services"
2014,Surplus per employee count, Gas, Water and Waste Services"
2014,Current ratio, Gas, Water and Waste Services"
2014,Quick ratio, Gas, Water and Waste Services"
2014,Return on equity, Gas, Water and Waste Services"
2014,Return on total assets, Gas, Water and Waste Services"
2014,Liabilities structure, Gas, Water and Waste Services"
2014,"15,Dollars (millions),H01
2014,"14,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"12,Dollars (millions),H08
2014,"1,Dollars (millions),H09
2014,42,Dollars (millions),H10
2014,"1,Dollars (millions),H11
2014,819,Dollars (millions),H12
2014,C,Dollars (millions),H13
2014,"9,Dollars (millions),H19
2014,307,Dollars (millions),H20
2014,345,Dollars (millions),H21
2014,404,Dollars (millions),H22
2014,"2,Dollars (millions),H23
2014,C,Dollars (millions),H24
2014,"5,Dollars (millions),H25
2014,C,Dollars (millions),H26
2014,"1,Dollars (millions),H27
2014,327,Dollars (millions),H28
2014,"5,Dollars (millions),H29
2014,C,Dollars (millions),H30
2014,C,Dollars (millions),H31
2014,"4,Dollars (millions),H32
2014,C,Dollars (millions),H33
2014,"1,Dollars,H34
2014,"245,Dollars,H35
2014,101,Percentage,H36
2014,93,Percentage,H37
2014,C,Percentage,H39
2014,C,Percentage,H40
2014,C,Percentage,H41
2014,Total income, Sewerage, Drainage and Waste Services"
2014,Sales of goods and services, Sewerage, Drainage and Waste Services"
2014,"Interest, Sewerage, Drainage and Waste Services"
2014,"Government funding, Sewerage, Drainage and Waste Services"
2014,Non-operating income, Sewerage, Drainage and Waste Services"
2014,Total expenditure, Sewerage, Drainage and Waste Services"
2014,Interest and donations, Sewerage, Drainage and Waste Services"
2014,Indirect taxes, Sewerage, Drainage and Waste Services"
2014,Depreciation, Sewerage, Drainage and Waste Services"
2014,Salaries and wages paid, Sewerage, Drainage and Waste Services"
2014,Redundancy and severance, Sewerage, Drainage and Waste Services"
2014,Purchases and other operating expenses, Sewerage, Drainage and Waste Services"
2014,Non-operating expenses, Sewerage, Drainage and Waste Services"
2014,Opening stocks, Sewerage, Drainage and Waste Services"
2014,Closing stocks, Sewerage, Drainage and Waste Services"
2014,Surplus before income tax, Sewerage, Drainage and Waste Services"
2014,Total assets, Sewerage, Drainage and Waste Services"
2014,Current assets, Sewerage, Drainage and Waste Services"
2014,Fixed tangible assets, Sewerage, Drainage and Waste Services"
2014,Additions to fixed assets, Sewerage, Drainage and Waste Services"
2014,Disposals of fixed assets, Sewerage, Drainage and Waste Services"
2014,Other assets, Sewerage, Drainage and Waste Services"
2014,Total equity and liabilities, Sewerage, Drainage and Waste Services"
2014,Shareholders funds or owners equity, Sewerage, Drainage and Waste Services"
2014,Current liabilities, Sewerage, Drainage and Waste Services"
2014,Other liabilities, Sewerage, Drainage and Waste Services"
2014,Total income per employee count, Sewerage, Drainage and Waste Services"
2014,Surplus per employee count, Sewerage, Drainage and Waste Services"
2014,Current ratio, Sewerage, Drainage and Waste Services"
2014,Quick ratio, Sewerage, Drainage and Waste Services"
2014,Return on equity, Sewerage, Drainage and Waste Services"
2014,Return on total assets, Sewerage, Drainage and Waste Services"
2014,Liabilities structure, Sewerage, Drainage and Waste Services"
2014,"41,Dollars (millions),H01
2014,"41,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,190,Dollars (millions),H07
2014,"39,Dollars (millions),H08
2014,448,Dollars (millions),H09
2014,182,Dollars (millions),H10
2014,754,Dollars (millions),H11
2014,"8,Dollars (millions),H12
2014,12,Dollars (millions),H13
2014,"29,Dollars (millions),H19
2014,280,Dollars (millions),H20
2014,"3,Dollars (millions),H21
2014,"3,Dollars (millions),H22
2014,"2,Dollars (millions),H23
2014,"25,Dollars (millions),H24
2014,"14,Dollars (millions),H25
2014,"6,Dollars (millions),H26
2014,"1,Dollars (millions),H27
2014,622,Dollars (millions),H28
2014,"4,Dollars (millions),H29
2014,"25,Dollars (millions),H30
2014,"7,Dollars (millions),H31
2014,"11,Dollars (millions),H32
2014,"5,Dollars (millions),H33
2014,"317,Dollars,H34
2014,"21,Dollars,H35
2014,120,Percentage,H36
2014,88,Percentage,H37
2014,36,Percentage,H39
2014,11,Percentage,H40
2014,32,Percentage,H41
2014,"15,Dollars (millions),H01
2014,"14,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,37,Dollars (millions),H07
2014,"14,Dollars (millions),H08
2014,129,Dollars (millions),H09
2014,30,Dollars (millions),H10
2014,122,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,2,Dollars (millions),H13
2014,"12,Dollars (millions),H19
2014,51,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,858,Dollars (millions),H23
2014,"8,Dollars (millions),H24
2014,"5,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,370,Dollars (millions),H27
2014,167,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"8,Dollars (millions),H30
2014,"2,Dollars (millions),H31
2014,"4,Dollars (millions),H32
2014,"1,Dollars (millions),H33
2014,"550,Dollars,H34
2014,"31,Dollars,H35
2014,118,Percentage,H36
2014,73,Percentage,H37
2014,36,Percentage,H39
2014,11,Percentage,H40
2014,29,Percentage,H41
2014,"9,Dollars (millions),H01
2014,"9,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"8,Dollars (millions),H08
2014,91,Dollars (millions),H09
2014,20,Dollars (millions),H10
2014,89,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,1,Dollars (millions),H13
2014,"7,Dollars (millions),H19
2014,33,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,577,Dollars (millions),H23
2014,"4,Dollars (millions),H24
